IMG Taxon id,GOLD biome1,GOLD biome2,High quality reads sampled (up to 500K),Mapped to GEM catalogue,Mapped to NCBI RefSeq,Mapped to either,Nonpareil kmer diversity
3300025175,Aquatic,Marine,362905,104490,63283,110872,24.1810180097467
3300018035,Aquatic,Freshwater,471853,43973,894,44349,24.1789002740791
3300021425,Aquatic,Marine,442652,43248,15319,54477,24.1603079460289
3300010167,Host-associated,Arthropoda,468973,12427,2899,14988,24.1551851053796
3300027880,Host-associated,Plants,472674,27775,3417,30684,24.1454665216193
3300027084,Aquatic,Marine,452171,146419,19809,155785,24.1440097538561
3300017682,Host-associated,Plants,449989,16729,54213,59644,24.13771274223
3300027759,Aquatic,Freshwater,460069,68915,9128,75574,24.1303573675238
3300025810,Aquatic,Marine,466354,45257,10097,49454,24.1284291893072
3300027218,Aquatic,Marine,464020,96750,14486,102865,24.1077497453217
3300018046,Aquatic,Freshwater,479232,25044,924,25536,24.073506249183
3300027906,Aquatic,Marine,430993,18782,15898,23573,24.0305499515246
3300014203,Aquatic,Freshwater,470266,50462,21510,63892,24.009079691612
3300012956,Engineered,Wastewater,455536,59973,10761,64761,24.0077109012659
3300027716,Aquatic,Freshwater,461948,6288,3881,9375,23.9966469736192
3300025186,Aquatic,Marine,299722,85680,42546,93203,23.9925528256635
3300026165,Terrestrial,Soil,461764,99448,12862,109326,23.9907012098591
3300010044,Terrestrial,Soil,459865,4968,3794,8206,23.970220143751
3300017934,Aquatic,Freshwater,459186,7457,1379,8643,23.9504685301603
3300009790,Aquatic,Marine,439574,22824,17423,27602,23.9414472273569
3300027233,Aquatic,Marine,415112,142889,40006,153868,23.8991723949903
3300027821,Terrestrial,Soil,426440,7414,3020,9948,23.8710381646677
3300025221,Aquatic,Marine,389656,142020,42874,150011,23.8663545089918
3300027843,Aquatic,Freshwater,449910,16770,4264,19959,23.852031502234
3300027840,Aquatic,Freshwater,449755,15049,4412,18398,23.8436895508145
3300026889,Terrestrial,Soil,150627,7254,322,7463,23.8139758676913
3300027667,Terrestrial,Soil,201787,3567,1244,4539,23.8133479148235
3300027712,Aquatic,Freshwater,457271,54037,4560,57147,23.8045096240246
3300010048,Terrestrial,Soil,459238,3262,2363,5213,23.7778123240974
3300020109,Aquatic,Freshwater,450813,107212,5593,110153,23.7704892649777
3300027727,Terrestrial,Soil,325615,6907,3677,9783,23.7663154628444
3300026294,Terrestrial,Soil,460769,20912,3068,23000,23.7556704986612
3300023026,Host-associated,Mammals,481198,47090,9288,50291,23.7310882050754
3300010038,Terrestrial,Soil,465829,5748,6354,11368,23.7307046360837
3300027831,Aquatic,Freshwater,462685,12402,2406,14299,23.7164982455399
3300026902,Terrestrial,Soil,474261,31477,5694,35060,23.711871913436
3300027760,Aquatic,Freshwater,442159,65452,7220,70807,23.7081712625218
3300010312,Aquatic,Marine,421500,155972,20554,164139,23.6935076946501
3300022745,Aquatic,Freshwater,478083,5429,19236,20709,23.6894819835693
3300027678,Terrestrial,Soil,207185,4212,1932,5644,23.6838976104446
3300027222,Aquatic,Marine,468376,151880,23237,161117,23.6790697634556
3300025544,Terrestrial,Soil,238794,11891,767,12301,23.675079770136
3300021356,Aquatic,Marine,425658,34837,18847,48516,23.6692985192733
3300025202,Aquatic,Marine,303490,109779,98730,157149,23.6523209518013
3300018047,Aquatic,Freshwater,476900,28348,841,28754,23.6397168681198
3300027366,Aquatic,Marine,459063,121417,14675,128430,23.6392280516619
3300002154,Aquatic,Marine,363344,13430,4437,17034,23.6361989945385
3300006844,Host-associated,Plants,466704,23949,3180,26470,23.6332613602783
3300027905,Terrestrial,Soil,302844,36629,6051,42076,23.6282352251957
3300025480,Aquatic,Freshwater,464874,180829,1070,181434,23.6266471682953
3300027691,Terrestrial,Soil,463391,6355,8199,14135,23.6247773508284
3300027808,Aquatic,Freshwater,376935,33353,8593,39048,23.6146929215331
3300021057,Terrestrial,Soil,447206,27168,3358,29028,23.604278355156
3300024506,Aquatic,Freshwater,464467,97560,26846,108027,23.6023998931881
3300025474,Terrestrial,Soil,297239,10713,964,11371,23.5996852811664
3300027747,Aquatic,Freshwater,440839,66801,4095,69410,23.5437610690863
3300016445,Terrestrial,Soil,439034,7137,2973,9553,23.5406903514276
3300009840,Terrestrial,Soil,457545,7344,5916,12583,23.5357498449982
3300027525,Aquatic,Marine,433012,73543,16062,79400,23.5271056129377
3300025788,Aquatic,Freshwater,432471,118802,5476,122096,23.5247473553692
3300026843,Terrestrial,Soil,470810,11967,8005,18352,23.5141987416883
3300027884,Terrestrial,Soil,466384,13547,3242,16197,23.5135983701764
3300025653,Aquatic,Marine,450394,32183,6372,36371,23.5134913291076
3300027859,Aquatic,Marine,444898,14371,15357,19989,23.5110439112196
3300020084,Aquatic,Freshwater,446946,116137,6872,120558,23.4976898577208
3300027746,Aquatic,Freshwater,457640,100261,7530,105470,23.4835979381947
3300018043,Aquatic,Freshwater,473272,19692,961,20095,23.4759422824264
3300027723,Aquatic,Freshwater,281694,7903,1850,9397,23.463785468669
3300018088,Terrestrial,Soil,478921,5912,776,6402,23.4599522477968
3300025205,Aquatic,Marine,331873,132286,81485,142478,23.4313380346057
3300010046,Terrestrial,Soil,459776,7242,2968,9802,23.4181382924499
3300012987,Terrestrial,Soil,455880,14220,20806,28252,23.4016651132132
3300025771,Aquatic,Marine,455109,47240,7303,52365,23.3936958962711
3300025439,Aquatic,Freshwater,456401,167744,909,168165,23.3860695597574
3300006045,Host-associated,Arthropoda,458579,1602,714,2068,23.3730842297199
3300026136,Aquatic,Marine,450488,18046,8397,23472,23.3720570850591
3300012958,Terrestrial,Soil,396798,8676,5729,13097,23.3633679376861
3300021368,Aquatic,Marine,447598,42295,21853,56665,23.3595217599986
3300027646,Terrestrial,Soil,464873,3279,2183,5204,23.3192523660952
3300027978,Aquatic,Marine,471451,13637,3611,16175,23.3152880473026
3300020083,Aquatic,Freshwater,451624,103349,5873,107142,23.291795110286
3300025698,Aquatic,Non-marine Saline and Alkaline,474337,95342,4682,96702,23.2793147406012
3300027904,Host-associated,Arthropoda,360742,5089,558,5453,23.2783209270422
3300010049,Host-associated,Arthropoda,467254,2561,1624,3990,23.2705530740604
3300017960,Aquatic,Non-marine Saline and Alkaline,451161,36467,19935,37996,23.2684956356203
3300011118,Aquatic,Marine,441591,9082,1476,10441,23.2524458623764
3300027883,Aquatic,Marine,427334,13465,7436,20041,23.2512909095338
3300025927,Host-associated,Plants,466858,16277,8990,23111,23.2424926892469
3300010047,Terrestrial,Soil,453219,5588,2655,7875,23.2423219077243
3300027552,Host-associated,Plants,153448,8170,5330,12052,23.2345079109724
3300010373,Terrestrial,Soil,457704,30639,10882,37304,23.2088240015934
3300011404,Host-associated,Fungi,485033,28789,6568,32736,23.205561452558
3300027225,Aquatic,Marine,459299,135675,17747,142920,23.1974685060057
3300017417,Host-associated,Plants,460300,13951,55139,60978,23.1848328234505
3300017975,Terrestrial,Soil,477877,2786,939,3333,23.1414875337973
3300023048,Terrestrial,Plant litter,474591,4041,2745,5963,23.0960667441937
3300026166,Aquatic,Marine,442204,11574,6905,14039,23.0861435664907
3300025223,Host-associated,Plants,348288,20498,11058,28007,23.0500038304702
3300027313,Terrestrial,Soil,193775,8020,459,8317,23.0497452025933
3300021379,Aquatic,Marine,449280,39679,15947,50837,23.0320010769517
3300017944,Terrestrial,Soil,477495,1738,750,2171,23.0212475358014
3300021335,Aquatic,Marine,437870,41797,11756,47653,23.0194431295888
3300027867,Terrestrial,Soil,471666,4646,2426,6587,23.0148913863006
3300025421,Aquatic,Freshwater,439471,55438,4371,58908,23.0009579797166
3300022227,Aquatic,Marine,440546,213455,22370,217923,22.9963218279825
3300018432,Terrestrial,Soil,464774,2435,5722,7310,22.9769491318924
3300024515,Aquatic,Freshwater,458124,86364,17828,89644,22.9679124206187
3300027750,Host-associated,Plants,478002,19216,29500,32690,22.9607513724272
3300018920,Terrestrial,Soil,464719,2350,5139,6495,22.9486673959342
3300014838,Terrestrial,Soil,477007,16375,974,16908,22.9338761487399
3300027762,Aquatic,Freshwater,466512,9370,3918,12237,22.9333277893537
3300018042,Aquatic,Freshwater,473144,25499,1704,26882,22.9218152966201
3300013296,Host-associated,Plants,382176,26306,8819,31852,22.920104945145
3300018032,Terrestrial,Soil,465991,1613,498,1854,22.9095151289404
3300014201,Aquatic,Freshwater,474386,2795,1039,3435,22.9068434263869
3300026291,Terrestrial,Soil,462695,23310,3608,25528,22.8869152346758
3300009709,Host-associated,Plants,468920,8685,12870,18485,22.8745199782904
3300025234,Aquatic,Marine,366645,144660,80852,177332,22.8633969144828
3300027506,Aquatic,Marine,415419,143020,57432,150237,22.8610601340335
3300023256,Aquatic,Non-marine Saline and Alkaline,478840,29064,394,29116,22.8411127557013
3300017970,Terrestrial,Soil,474502,2440,831,2840,22.8397637678449
3300024306,Aquatic,Freshwater,464854,57425,7052,59273,22.8297043844584
3300025598,Aquatic,Freshwater,417660,28971,3917,31600,22.8297023628309
3300025262,Aquatic,Marine,382834,169621,116323,194309,22.8091025198866
3300027891,Host-associated,Arthropoda,384000,2964,739,3388,22.7958283268179
3300027849,Aquatic,Marine,433720,38190,17046,49218,22.7921114216
3300025840,Aquatic,Marine,450300,47542,7422,52625,22.7622008377674
3300027726,Aquatic,Freshwater,455541,12433,2678,14325,22.7599860551293
3300025419,Aquatic,Freshwater,457725,168652,710,168984,22.7551777520105
3300012953,Aquatic,Marine,449077,17744,12752,20802,22.7513336237958
3300027956,Aquatic,Freshwater,445740,12548,1918,14099,22.7241057903259
3300027972,Aquatic,Freshwater,461449,17605,3432,20170,22.7194964286529
3300027230,Aquatic,Marine,397397,57763,13997,62403,22.7019357521406
3300025504,Terrestrial,Soil,227019,7443,945,8062,22.6910420138894
3300025778,Aquatic,Freshwater,447546,52218,4350,55416,22.6843629304238
3300024528,Aquatic,Marine,474098,14760,2562,15917,22.6796777526922
3300027314,Aquatic,Marine,460817,133308,16524,141464,22.6688937085921
3300024505,Aquatic,Freshwater,466358,52310,13794,59734,22.6671344708883
3300013097,Aquatic,Freshwater,445389,17043,11245,25019,22.6559848116059
3300019756,Aquatic,Freshwater,472200,42818,6207,46640,22.6532403687251
3300009789,Terrestrial,Soil,456715,7239,4168,10878,22.639371708773
3300023112,Aquatic,Marine,478501,8118,2700,9605,22.6338967983769
3300023022,Host-associated,Mammals,482035,42414,4508,44502,22.6280295730574
3300027648,Terrestrial,Soil,234049,4779,545,5137,22.6161120933693
3300006237,Host-associated,Plants,458643,19255,6508,24125,22.6114788745174
3300027219,Aquatic,Marine,463656,157980,23812,167770,22.6079761201449
3300025585,Aquatic,Marine,451784,44420,10805,52258,22.587745400894
3300002153,Aquatic,Marine,371559,16752,7822,20810,22.5743099267084
3300024355,Aquatic,Freshwater,472833,64431,8486,66302,22.5714579341424
3300002185,Host-associated,Arthropoda,335744,2592,802,3072,22.5705951868499
3300027637,Terrestrial,Soil,346344,4644,3905,8229,22.5679828481882
3300025387,Aquatic,Freshwater,453779,81969,5820,85952,22.5618861823991
3300026189,Aquatic,Marine,454140,20862,24483,31374,22.5602923387583
3300027019,Terrestrial,Soil,98508,8907,1035,9717,22.5475861134903
3300014205,Engineered,Solid waste,463217,13365,11554,21193,22.5466384643905
3300012954,Aquatic,Marine,460568,28280,16538,38203,22.5462033133491
3300024352,Aquatic,Freshwater,468236,49625,12441,56992,22.5402315868884
3300024894,Aquatic,Freshwater,387712,83759,69976,140072,22.537330651241
3300026184,Terrestrial,Soil,463322,16490,1599,17511,22.5298209153297
3300027790,Aquatic,Marine,467759,69723,9877,75664,22.5295839494912
3300006176,Terrestrial,Soil,472960,10461,2921,12832,22.5046883642773
3300009100,Host-associated,Plants,468494,24037,3375,26847,22.4978182809218
3300018044,Aquatic,Freshwater,478076,37380,1074,37941,22.4931601945591
3300027809,Host-associated,Plants,474038,17829,30661,33007,22.489092666636
3300004097,Aquatic,Marine,460799,65054,20097,75788,22.4842285981381
3300027835,Aquatic,Freshwater,321863,8675,1353,9086,22.4841066904825
3300009769,Engineered,Wastewater,480787,272759,22719,275520,22.4711868871911
3300025818,Aquatic,Marine,461288,50995,3142,52819,22.4662533991885
3300025902,Engineered,Wastewater,479668,87471,7771,91033,22.4557049294667
3300025576,Aquatic,Freshwater,463342,168559,2722,170091,22.4495422670998
3300027755,Aquatic,Marine,466150,71420,5818,72533,22.431266502517
3300027281,Aquatic,Marine,467968,162208,18688,171008,22.4261216827066
3300024060,Aquatic,Marine,464240,42557,21073,45553,22.4251952562946
3300019740,Aquatic,Freshwater,472184,7428,846,7995,22.4159599331622
3300027857,Terrestrial,Soil,474387,5013,4074,8298,22.4156520540054
3300026223,Terrestrial,Soil,470080,112167,9746,117055,22.4094341245173
3300017680,Host-associated,Plants,461704,22937,65511,68585,22.4039173791368
3300025848,Aquatic,Marine,476964,21383,5231,25231,22.401150846204
3300025444,Aquatic,Freshwater,435986,133516,1679,133951,22.3932464073085
3300012914,Terrestrial,Soil,474325,14387,6090,19141,22.3917425648705
3300027899,Aquatic,Freshwater,352515,9109,2318,10555,22.3657127581348
3300021361,Host-associated,Plants,453144,7426,4681,10049,22.365025715694
3300027308,Aquatic,Marine,427139,105520,36199,113556,22.355540594976
3300001989,Host-associated,Plants,329457,31877,41197,55405,22.347089870805
3300010400,Terrestrial,Soil,457251,9031,3182,11507,22.3454580729297
3300027516,Terrestrial,Soil,208506,7908,488,8193,22.3342694082108
3300027757,Aquatic,Marine,464994,84949,17774,90731,22.331907843293
3300026909,Terrestrial,Soil,102182,2845,172,2949,22.3244395554597
3300021389,Aquatic,Marine,445100,100313,19355,107718,22.3219193031015
3300027190,Aquatic,Marine,473101,125464,38756,136223,22.3179268784489
3300027940,Terrestrial,Soil,461828,21270,5474,25178,22.3152472305654
3300026276,Terrestrial,Soil,460789,56371,27214,77267,22.3070318612451
3300026932,Terrestrial,Soil,67001,6510,862,7206,22.3062397269128
3300021501,Aquatic,Freshwater,467362,5240,987,5869,22.3059927742279
3300024353,Aquatic,Marine,454192,57083,8456,59779,22.2943040933495
3300027751,Aquatic,Marine,465573,78833,16252,84384,22.2875282783367
3300027191,Aquatic,Marine,472580,108530,39254,120841,22.2867851436397
3300012983,Host-associated,Mammals,462304,32307,9649,36175,22.286135985461
3300024431,Aquatic,Marine,452902,30169,21496,33751,22.2854886291378
3300027387,Aquatic,Marine,458391,138601,18091,147913,22.2819914092437
3300027545,Terrestrial,Soil,338845,8212,1875,9587,22.2701363976461
3300027531,Aquatic,Marine,461720,137788,17374,146802,22.2658567578597
3300027827,Aquatic,Marine,408853,92490,7632,96662,22.2636949582892
3300026847,Terrestrial,Soil,96351,3063,144,3144,22.2568311410714
3300013297,Host-associated,Plants,400305,17893,5316,21696,22.229189455855
3300025883,Aquatic,Marine,407289,4878,878,5502,22.2199089577798
3300027820,Aquatic,Marine,466726,54038,7769,58197,22.2169141233498
3300025732,Aquatic,Marine,460217,36673,10729,44581,22.2098970963594
3300027530,Terrestrial,Soil,332021,3496,6165,8148,22.2058084255473
3300010396,Terrestrial,Soil,457419,24137,10513,31312,22.1971005393414
3300027320,Aquatic,Marine,425602,43055,7970,46304,22.1895783528351
3300027796,Aquatic,Freshwater,465537,74937,16630,80277,22.177783914965
3300017992,Aquatic,Non-marine Saline and Alkaline,442600,22616,4675,23519,22.1764374874916
3300021051,Terrestrial,Deep subsurface,460341,1507,309,1671,22.1752268808747
3300027459,Terrestrial,Soil,271326,9598,2628,11578,22.1739029704469
3300009826,Host-associated,Arthropoda,464995,1641,4136,5671,22.172087542205
3300024513,Aquatic,Freshwater,467585,58845,6995,60259,22.1696526398841
3300025385,Aquatic,Freshwater,434426,55578,4518,58515,22.1672819332747
3300025895,Aquatic,Marine,468683,3639,2738,6211,22.1666588911727
3300025649,Aquatic,Non-marine Saline and Alkaline,458961,119855,15902,129416,22.1640958305792
3300023210,Aquatic,Marine,471050,8231,1706,9255,22.1577160044122
3300027817,Terrestrial,Soil,368952,3468,4738,6989,22.1538392163839
3300014206,Engineered,Solid waste,469493,80052,22071,93233,22.1425701998045
3300018476,Terrestrial,Soil,466817,3453,5061,7538,22.1415245346796
3300025187,Aquatic,Marine,268897,58369,42633,62755,22.1366828576755
3300024502,Aquatic,Freshwater,462407,117644,33810,121647,22.1175687809437
3300027587,Terrestrial,Soil,203200,4596,1618,5768,22.1047656366583
3300002186,Aquatic,Marine,379171,21478,7464,24805,22.1018021554202
3300025364,Aquatic,Non-marine Saline and Alkaline,263332,79257,3315,80391,22.1006990221181
3300025872,Aquatic,Marine,481636,29123,5143,32633,22.0886736171261
3300021371,Aquatic,Marine,447782,77079,21007,85269,22.0843336183964
3300006461,Host-associated,Human,155597,126777,108992,134659,22.0767849287755
3300024062,Aquatic,Marine,470011,8658,2096,9661,22.0766753079988
3300027789,Engineered,Wastewater,448429,53834,10773,60630,22.0628706952378
3300025633,Terrestrial,Soil,284362,14081,1040,14754,22.0579501145482
3300025861,Engineered,Wastewater,479446,188343,42709,202139,22.0489641942804
3300010399,Terrestrial,Soil,449377,11862,3654,14689,22.0489214273663
3300025961,Host-associated,Plants,455514,19238,10949,27358,22.0458709247139
3300019748,Aquatic,Freshwater,462128,6346,904,6932,22.0447892578173
3300017522,Aquatic,Freshwater,464910,73234,3479,76261,22.0408534733069
3300013308,Host-associated,Plants,468438,34719,31783,50510,22.0408402842151
3300010045,Terrestrial,Soil,458663,5740,4654,9602,22.0383950603689
3300025401,Aquatic,Freshwater,462973,91884,6605,95972,22.0350995469339
3300027189,Aquatic,Marine,471594,90706,26291,97897,22.0338782543324
3300021505,Aquatic,Marine,461519,13489,2269,15398,22.0272345597773
3300027876,Host-associated,Plants,291960,12298,10101,19811,22.0264715365572
3300007950,Host-associated,Human,96241,55434,26619,56863,22.0158480876428
3300026988,Terrestrial,Soil,135134,13401,823,14015,22.0136624094072
3300027753,Aquatic,Marine,467171,75702,16893,80617,22.0032843725006
